-0.82,0.49,0.29,0.1
-0.77,0.47,0.43,0.1
-0.73,0.55,0.41,0.1
-0.71,0.61,0.36,0.1
-0.69,0.59,0.42,0.1
-0.68,0.6,0.42,0.1
-0.66,0.58,0.48,0.1
-0.61,0.69,0.4,0.1
0.28,0.96,0.01,0.9
0.31,0.95,0.07,0.9
0.35,-0.06,0.94,0.5
0.36,0.91,-0.22,0.9
0.37,0.93,0.09,0.9
0.43,0.83,-0.34,0.9
0.43,0.9,0.01,0.9
0.47,-0.1,0.88,0.5
0.47,-0.07,0.88,0.5
0.48,0.82,-0.3,0.9
0.53,-0.23,0.82,0.5
0.54,-0.21,0.82,0.5
0.58,-0.38,0.72,0.5
0.58,0.81,0,0.9
0.65,-0.04,0.76,0.5
0.74,-0.05,0.67,0.5
