-0.82,0.49,0.29,0.1
-0.77,0.47,0.43,0.1
-0.73,0.55,0.41,0.1
-0.71,0.61,0.36,0.1
-0.69,0.59,0.42,0.1
-0.68,0.6,0.42,0.1
-0.66,0.58,0.48,0.1
-0.61,0.69,0.4,0.1
0.28,0.96,0.01,0.1
0.31,0.95,0.07,0.1
0.35,-0.06,0.94,0.9
0.36,0.91,-0.22,0.1
0.37,0.93,0.09,0.1
0.43,0.83,-0.34,0.1
0.43,0.9,0.01,0.1
0.47,-0.1,0.88,0.9
